user_ucj12_1,admin1
user_ucj12_2,admin1
user_ucj12_3,admin1
user_ucj12_4,admin1
user_ucj12_5,admin1
user_ucj12_6,admin1
user_ucj12_7,admin1
user_ucj12_8,admin1
user_ucj12_9,admin1
user_ucj12_10,admin1
user_ucj12_11,admin1
user_ucj12_12,admin1
user_ucj12_13,admin1
user_ucj12_14,admin1
user_ucj12_15,admin1
user_ucj12_16,admin1
user_ucj12_17,admin1
user_ucj12_18,admin1
user_ucj12_19,admin1
user_ucj12_20,admin1
user_ucj12_21,admin1
user_ucj12_22,admin1
user_ucj12_23,admin1
user_ucj12_24,admin1
user_ucj12_25,admin1
